CD_LOC;UF;abstencoes;aptos;comparecimentos;validos
SP01533;SP;1876;7786;5910;5247
SP01534;SP;1050;4049;2999;2659
SP01535;SP;1185;4410;3225;2867
SP01536;SP;1561;6545;4984;4440
SP01537;SP;1372;6049;4677;4121
SP01538;SP;1068;4587;3519;3098
SP01539;SP;590;2252;1662;1477
SP01540;SP;775;3159;2384;2096
SP01541;SP;886;3438;2552;2199
SP01542;SP;345;1396;1051;914
SP01543;SP;1672;6952;5280;4617
SP01544;SP;1115;4162;3047;2655
SP01545;SP;864;3463;2599;2291
SP01546;SP;1106;4679;3573;3189
SP01547;SP;767;2943;2176;1913
SP01548;SP;1276;5863;4587;4067
SP01549;SP;1108;4270;3162;2813
SP01550;SP;267;1274;1007;897
SP01551;SP;962;3659;2697;2340
SP01552;SP;989;3370;2381;2091
SP01553;SP;1466;5645;4179;3664
SP01554;SP;1441;5840;4399;3859
SP01555;SP;859;3529;2670;2370
SP01556;SP;686;2397;1711;1505
SP01557;SP;948;2937;1989;1748
SP01558;SP;1187;4788;3601;3171
SP01559;SP;295;1425;1130;969
SP01560;SP;446;1433;987;860
SP01561;SP;319;1622;1303;1154
SP01562;SP;375;1550;1175;1032
SP01563;SP;526;1842;1316;1181
SP01564;SP;325;1289;964;853
SP01565;SP;259;1058;799;721
SP01566;SP;745;2212;1467;1281
SP01567;SP;156;425;269;236
SP01568;SP;171;443;272;236
SP01569;SP;167;570;403;353
SP01570;SP;11;80;69;59
SP01571;SP;13;115;102;92
SP01572;SP;26;253;227;197
SP01573;SP;17;70;53;48
SP01574;SP;2370;7876;5506;4832
SP01575;SP;1274;4037;2763;2408
SP01576;SP;1034;4532;3498;3080
SP01577;SP;1023;4405;3382;3022
SP01578;SP;1120;5035;3915;3477
SP01579;SP;811;3634;2823;2463
SP01580;SP;3932;12295;8363;7512
SP01581;SP;1496;5066;3570;3202
SP01582;SP;1386;5360;3974;3565
SP01583;SP;1336;5432;4096;3652
SP01584;SP;976;4414;3438;3032
SP01585;SP;1395;5347;3952;3456
SP01586;SP;1055;4583;3528;3144
SP01587;SP;581;2480;1899;1728
SP01588;SP;1015;4161;3146;2856
SP01589;SP;1138;5101;3963;3565
SP01590;SP;650;2697;2047;1825
SP01591;SP;1048;5257;4209;3840
SP01592;SP;1561;5927;4366;3887
SP01593;SP;899;3907;3008;2696
SP01594;SP;710;3504;2794;2526
SP01595;SP;766;3343;2577;2347
SP01596;SP;746;3064;2318;2075
SP01597;SP;655;2735;2080;1868
SP01598;SP;645;2456;1811;1589
SP01599;SP;1148;4566;3418;3025
SP01600;SP;467;2074;1607;1436
SP01601;SP;241;1244;1003;910
SP01602;SP;1307;5026;3719;3254
SP01603;SP;788;3140;2352;2071
SP01604;SP;573;2213;1640;1458
SP01605;SP;545;2247;1702;1538
SP01606;SP;1133;3909;2776;2467
SP01607;SP;250;1156;906;797
SP01608;SP;581;2455;1874;1669
SP01609;SP;1255;4359;3104;2727
SP01610;SP;784;3105;2321;2039
SP01611;SP;365;1491;1126;1010
SP01612;SP;1388;5316;3928;3541
SP01613;SP;1429;5274;3845;3423
SP01614;SP;1390;5270;3880;3532
SP01615;SP;425;1988;1563;1420
SP01616;SP;1298;5568;4270;3871
SP01617;SP;1705;6274;4569;4003
SP01618;SP;2041;8129;6088;5356
SP01619;SP;1822;6560;4738;4200
SP01620;SP;896;3851;2955;2665
SP01621;SP;1263;5101;3838;3443
SP01622;SP;1105;4052;2947;2631
SP01623;SP;1120;3923;2803;2508
SP01624;SP;2201;7719;5518;4887
SP01625;SP;1195;5942;4747;4257
SP01626;SP;536;2768;2232;1988
SP01627;SP;1594;4603;3009;2680
SP01628;SP;265;974;709;634
SP01629;SP;811;3617;2806;2509
SP01630;SP;417;1721;1304;1174
SP01631;SP;843;3548;2705;2418
SP01632;SP;1796;5894;4098;3675
SP01633;SP;1480;5184;3704;3305
SP01634;SP;364;1387;1023;909
SP01635;SP;1988;6200;4212;3764
SP01636;SP;923;4041;3118;2774
SP01637;SP;339;1545;1206;1069
SP01638;SP;694;2663;1969;1802
SP01639;SP;225;778;553;480
SP01640;SP;573;2145;1572;1444
SP01641;SP;1374;5788;4414;3889
SP01642;SP;672;2330;1658;1478
SP01643;SP;2011;6423;4412;3866
SP01644;SP;1423;6058;4635;4037
SP01645;SP;1277;4193;2916;2634
SP01646;SP;913;4342;3429;3051
SP01647;SP;782;3641;2859;2529
SP01648;SP;1328;5393;4065;3608
SP01649;SP;876;3698;2822;2558
SP01650;SP;318;1635;1317;1202
SP01651;SP;1626;6989;5363;4808
SP01652;SP;1530;5410;3880;3432
SP01653;SP;248;1349;1101;978
SP01654;SP;1317;4908;3591;3246
SP01655;SP;1114;3529;2415;2168
SP01656;SP;1750;5925;4175;3719
SP01657;SP;543;2210;1667;1447
SP01658;SP;1260;4665;3405;2973
SP01659;SP;1025;4975;3950;3495
SP01660;SP;393;1780;1387;1224
SP01661;SP;1356;4921;3565;3170
SP01662;SP;1593;5362;3769;3361
SP01663;SP;1483;4863;3380;2975
SP01664;SP;873;4100;3227;2893
SP01665;SP;885;2933;2048;1790
SP01666;SP;888;3664;2776;2436
SP01667;SP;269;1115;846;727
SP01668;SP;271;1231;960;849
SP01669;SP;302;1414;1112;988
SP01670;SP;523;2365;1842;1624
SP01671;SP;569;2362;1793;1595
SP01672;SP;1134;4183;3049;2696
SP01673;SP;379;1979;1600;1452
SP01674;SP;601;2328;1727;1520
SP01675;SP;1861;7296;5435;4717
SP01676;SP;1649;7202;5553;4710
SP01677;SP;1765;6587;4822;4043
SP01678;SP;1649;6291;4642;4011
SP01679;SP;1361;6584;5223;4527
SP01680;SP;1243;5598;4355;3806
SP01681;SP;1496;6345;4849;4224
SP01682;SP;938;3870;2932;2463
SP01683;SP;1143;4635;3492;3034
SP01684;SP;1207;4928;3721;3261
SP01685;SP;2004;7787;5783;4975
SP01686;SP;1892;7314;5422;4713
SP01687;SP;1112;5072;3960;3519
SP01688;SP;1393;5851;4458;3939
SP01689;SP;1126;4779;3653;3170
SP01690;SP;883;3916;3033;2677
SP01691;SP;1479;6176;4697;3990
SP01692;SP;1662;6368;4706;4084
SP01693;SP;1154;5042;3888;3318
SP01694;SP;1620;6468;4848;4165
SP01695;SP;615;2859;2244;1982
SP01696;SP;866;3501;2635;2243
SP01697;SP;1570;6299;4729;4138
SP01698;SP;814;4270;3456;3054
SP01699;SP;526;2649;2123;1874
SP01700;SP;704;3480;2776;2374
SP01701;SP;1399;5870;4471;3774
SP01702;SP;560;2682;2122;1885
SP01703;SP;504;2290;1786;1562
SP01704;SP;1129;4240;3111;2596
SP01705;SP;443;1680;1237;1072
SP01706;SP;1830;6272;4442;3824
SP01707;SP;1597;5330;3733;3179
SP01708;SP;1145;4897;3752;3155
SP01709;SP;1097;5123;4026;3454
SP01710;SP;1247;4727;3480;2990
SP01711;SP;759;2862;2103;1787
SP01712;SP;781;3629;2848;2560
SP01713;SP;963;4285;3322;2994
SP01714;SP;1024;3989;2965;2626
SP01715;SP;1284;3987;2703;2406
SP01716;SP;830;3015;2185;1978
SP01717;SP;976;3491;2515;2304
SP01718;SP;1671;6133;4462;3987
SP01719;SP;1405;5072;3667;3303
SP01720;SP;1115;4886;3771;3384
SP01721;SP;782;3300;2518;2255
SP01722;SP;1009;4433;3424;3125
SP01723;SP;666;2776;2110;1867
SP01724;SP;1357;5829;4472;4029
SP01725;SP;1576;6477;4901;4313
SP01726;SP;1043;4123;3080;2732
SP01727;SP;1062;4196;3134;2801
SP01728;SP;733;3507;2774;2539
SP01729;SP;955;3858;2903;2597
SP01730;SP;380;1570;1190;1050
SP01731;SP;475;1980;1505;1340
SP01732;SP;1215;5337;4122;3599
SP01733;SP;1384;4951;3567;3222
SP01734;SP;1065;4835;3770;3360
SP01735;SP;644;2431;1787;1584
SP01736;SP;591;2336;1745;1578
SP01737;SP;1501;4533;3032;2672
SP01738;SP;1810;6502;4692;4098
SP01739;SP;1219;4727;3508;3083
SP01740;SP;1260;5160;3900;3385
SP01741;SP;451;2084;1633;1445
SP01742;SP;547;2540;1993;1767
SP01743;SP;1059;4150;3091;2751
SP01744;SP;540;2443;1903;1722
SP01745;SP;1189;3806;2617;2260
SP01746;SP;302;1007;705;598
SP01747;SP;565;2073;1508;1299
SP01748;SP;822;3372;2550;2210
SP01749;SP;841;3518;2677;2397
SP01750;SP;351;1938;1587;1437
SP01751;SP;281;1150;869;775
SP01752;SP;1537;5109;3572;3090
SP01753;SP;1651;5888;4237;3673
SP01754;SP;1407;5351;3944;3468
SP01755;SP;1077;4747;3670;3212
SP01756;SP;1681;6967;5286;4627
SP01757;SP;1493;6189;4696;4141
SP01758;SP;964;4558;3594;3187
SP01759;SP;1210;4843;3633;3235
SP01760;SP;871;3464;2593;2257
SP01761;SP;1589;6449;4860;4313
SP01762;SP;578;1989;1411;1248
SP01763;SP;1450;6217;4767;4196
SP01764;SP;1152;5036;3884;3408
SP01765;SP;905;3450;2545;2215
SP01766;SP;527;2383;1856;1642
SP01767;SP;1570;5732;4162;3641
SP01768;SP;1533;5069;3536;3036
SP01769;SP;1359;4801;3442;3002
SP01770;SP;1697;6174;4477;3954
SP01771;SP;651;2820;2169;1855
SP01772;SP;1737;6424;4687;4023
SP01773;SP;1396;5046;3650;3220
SP01774;SP;754;3149;2395;2084
SP01775;SP;1319;5254;3935;3449
SP01776;SP;1293;5029;3736;3307
SP01777;SP;1116;4580;3464;3071
SP01778;SP;1395;5530;4135;3668
SP01779;SP;725;3173;2448;2155
SP01780;SP;1668;6187;4519;3925
SP01781;SP;945;3570;2625;2281
SP01782;SP;457;1588;1131;964
SP01783;SP;606;2547;1941;1699
SP01784;SP;1390;5548;4158;3576
SP01785;SP;1005;3906;2901;2512
SP01786;SP;1258;5053;3795;3323
SP01787;SP;638;2575;1937;1694
SP01788;SP;1256;4509;3253;2828
SP01789;SP;1575;5960;4385;3822
SP01790;SP;822;3198;2376;2102
SP01791;SP;1537;5115;3578;3098
SP01792;SP;1189;4050;2861;2527
SP01793;SP;1259;3967;2708;2358
SP01794;SP;231;774;543;479
SP01795;SP;815;3220;2405;2149
SP01796;SP;1795;5940;4145;3620
SP01797;SP;1992;6711;4719;4130
SP01798;SP;2025;7205;5180;4589
SP01799;SP;1862;7489;5627;4986
SP01800;SP;2403;8375;5972;5247
SP01801;SP;1173;4591;3418;3027
SP01802;SP;1172;4568;3396;3025
SP01803;SP;1574;6098;4524;3959
SP01804;SP;1623;6591;4968;4370
SP01805;SP;1432;5577;4145;3598
SP01806;SP;1015;4493;3478;3072
SP01807;SP;1153;4489;3336;2891
SP01808;SP;596;2234;1638;1402
SP01809;SP;1132;4775;3643;3256
SP01810;SP;731;2637;1906;1652
SP01811;SP;1702;6412;4710;4128
SP01812;SP;394;1538;1144;1008
SP01813;SP;1288;5173;3885;3381
SP01814;SP;1145;4705;3560;3091
SP01815;SP;897;3249;2352;2037
SP01816;SP;779;3092;2313;2088
SP01817;SP;855;3029;2174;1932
SP01818;SP;235;967;732;620
SP01819;SP;1483;6180;4697;4165
SP01820;SP;2386;8046;5660;5190
SP01821;SP;2173;7786;5613;5020
SP01822;SP;1867;6815;4948;4414
SP01823;SP;2194;7272;5078;4560
SP01824;SP;1103;3725;2622;2323
SP01825;SP;1675;5132;3457;3183
SP01826;SP;1828;6250;4422;4059
SP01827;SP;1938;6711;4773;4275
SP01828;SP;2286;8402;6116;5389
SP01829;SP;1748;6875;5127;4637
SP01830;SP;1090;3740;2650;2388
SP01831;SP;767;3229;2462;2296
SP01832;SP;1643;6225;4582;4102
SP01833;SP;1661;6103;4442;4193
SP01834;SP;296;1138;842;811
SP01835;SP;1633;6616;4983;4450
SP01836;SP;1608;6148;4540;4111
SP01837;SP;772;3345;2573;2300
SP01838;SP;829;3079;2250;2080
SP01839;SP;891;3350;2459;2238
SP01840;SP;616;2311;1695;1528
SP01841;SP;349;1166;817;763
SP01842;SP;1229;5313;4084;3603
SP01843;SP;988;3612;2624;2343
SP01844;SP;1443;4512;3069;2881
SP01845;SP;1851;6584;4733;4177
SP01846;SP;738;3222;2484;2151
SP01847;SP;667;2974;2307;2025
SP01848;SP;675;2632;1957;1782
SP01849;SP;998;3121;2123;1884
SP01850;SP;1059;3510;2451;2328
SP01851;SP;223;982;759;690
SP01852;SP;967;3141;2174;1932
SP01853;SP;715;3021;2306;2167
SP01854;SP;1666;5482;3816;3430
SP01855;SP;1083;3678;2595;2397
SP01856;SP;218;1178;960;914
SP01857;SP;1403;4340;2937;2763
SP01858;SP;2826;8697;5871;5316
SP01859;SP;1849;6287;4438;3946
SP01860;SP;1889;6782;4893;4548
SP01861;SP;1674;5487;3813;3464
SP01862;SP;1366;5013;3647;3272
SP01863;SP;1630;5889;4259;3877
SP01864;SP;1226;4267;3041;2709
SP01865;SP;1395;4732;3337;2993
SP01866;SP;1481;4946;3465;3169
SP01867;SP;1304;5509;4205;3764
SP01868;SP;1018;4200;3182;2905
SP01869;SP;1423;5661;4238;3911
SP01870;SP;1034;4686;3652;3239
SP01871;SP;1817;7738;5921;5197
SP01872;SP;1778;7613;5835;5356
SP01873;SP;665;2770;2105;1967
SP01874;SP;674;2682;2008;1874
SP01875;SP;1202;5494;4292;3842
SP01876;SP;1112;4608;3496;3223
SP01877;SP;1406;5858;4452;3941
SP01878;SP;1387;4970;3583;3182
SP01879;SP;1325;5975;4650;4286
SP01880;SP;1264;4589;3325;2990
SP01881;SP;2037;7339;5302;4766
SP01882;SP;460;1632;1172;1070
SP01883;SP;1315;5157;3842;3431
SP01884;SP;1898;7365;5467;4838
SP01885;SP;393;1800;1407;1256
SP01886;SP;353;1564;1211;1071
SP01887;SP;3487;11149;7662;6846
SP01888;SP;1553;5852;4299;3763
SP01889;SP;2014;7228;5214;4567
SP01890;SP;1522;5322;3800;3386
SP01891;SP;593;2651;2058;1887
SP01892;SP;2287;7589;5302;4747
SP01893;SP;2128;6981;4853;4324
SP01894;SP;1770;7264;5494;4878
SP01895;SP;1102;4468;3366;2992
SP01896;SP;1152;4681;3529;3057
SP01897;SP;845;3517;2672;2338
SP01898;SP;1088;4700;3612;3248
SP01899;SP;1332;6018;4686;4199
SP01900;SP;1158;4988;3830;3470
SP01901;SP;615;2685;2070;1820
SP01902;SP;1022;4700;3678;3245
SP01903;SP;1520;5816;4296;3763
SP01904;SP;2137;6994;4857;4237
SP01905;SP;950;3477;2527;2243
SP01906;SP;1130;4600;3470;3074
SP01907;SP;1200;5356;4156;3684
SP01908;SP;897;3792;2895;2527
SP01909;SP;652;2748;2096;1866
SP01910;SP;437;1968;1531;1356
SP01911;SP;483;1962;1479;1337
SP01912;SP;354;1369;1015;907
SP01913;SP;1208;4665;3457;3054
SP01914;SP;1573;5492;3919;3604
SP01915;SP;1130;3924;2794;2480
SP01916;SP;1864;6631;4767;4250
SP01917;SP;1347;4628;3281;2925
SP01918;SP;1704;5928;4224;3776
SP01919;SP;1618;5480;3862;3455
SP01920;SP;1670;5883;4213;3809
SP01921;SP;1617;5497;3880;3502
SP01922;SP;1219;4328;3109;2851
SP01923;SP;1385;4807;3422;3182
SP01924;SP;1427;5115;3688;3387
SP01925;SP;1389;5445;4056;3777
SP01926;SP;1712;6354;4642;4128
SP01927;SP;1851;6734;4883;4348
SP01928;SP;1372;4314;2942;2560
SP01929;SP;1637;6511;4874;4343
SP01930;SP;1295;4667;3372;2967
SP01931;SP;1366;5097;3731;3305
SP01932;SP;1712;6660;4948;4315
SP01933;SP;1288;4814;3526;3145
SP01934;SP;1913;7848;5935;5331
SP01935;SP;1730;6268;4538;3983
SP01936;SP;1945;7478;5533;4922
SP01937;SP;672;2730;2058;1908
SP01938;SP;1810;7268;5458;4870
SP01939;SP;1772;6689;4917;4310
SP01940;SP;1431;5477;4046;3511
SP01941;SP;1037;3638;2601;2291
SP01942;SP;886;2838;1952;1738
SP01943;SP;1135;3522;2387;2104
SP01944;SP;1268;4146;2878;2532
SP01945;SP;262;778;516;466
SP01946;SP;625;2503;1878;1736
SP01947;SP;397;1722;1325;1234
SP01948;SP;1126;4518;3392;3001
SP01949;SP;1128;4412;3284;2886
SP01950;SP;992;3678;2686;2318
SP01951;SP;776;2720;1944;1676
SP01952;SP;547;1981;1434;1356
SP01953;SP;547;1981;1434;1356
SP01954;SP;642;2478;1836;1674
SP01955;SP;371;1676;1305;1165
SP01956;SP;513;2217;1704;1544
SP01957;SP;1400;4354;2954;2643
SP01958;SP;1478;5003;3525;3167
SP01959;SP;1753;5593;3840;3448
SP01960;SP;1621;5568;3947;3521
SP01961;SP;1748;5779;4031;3594
SP01962;SP;2015;7108;5093;4444
SP01963;SP;1789;6175;4386;3967
SP01964;SP;1516;5289;3773;3393
SP01965;SP;1675;6052;4377;3942
SP01966;SP;1042;3725;2683;2388
SP01967;SP;1295;4971;3676;3360
SP01968;SP;1899;6332;4433;3944
SP01969;SP;1156;4540;3384;3023
SP01970;SP;1274;5176;3902;3479
SP01971;SP;1082;4710;3628;3249
SP01972;SP;1110;4287;3177;2831
SP01973;SP;1283;4606;3323;2955
SP01974;SP;1524;6477;4953;4390
SP01975;SP;694;3160;2466;2263
SP01976;SP;377;1818;1441;1295
SP01977;SP;806;3135;2329;2093
SP01978;SP;467;2051;1584;1405
SP01979;SP;704;3299;2595;2335
SP01980;SP;791;3089;2298;2043
SP01981;SP;874;3490;2616;2355
SP01982;SP;210;971;761;675
SP01983;SP;154;776;622;562
SP01984;SP;396;1613;1217;1076
SP01985;SP;223;977;754;665
SP01986;SP;1768;5859;4091;3592
SP01987;SP;1296;4784;3488;3072
SP01988;SP;1760;5876;4116;3576
SP01989;SP;1648;5992;4344;3833
SP01990;SP;1503;6386;4883;4261
SP01991;SP;1576;6762;5186;4553
SP01992;SP;1917;6492;4575;3970
SP01993;SP;1349;5680;4331;3805
SP01994;SP;1794;8040;6246;5555
SP01995;SP;1384;5916;4532;3938
SP01996;SP;865;4065;3200;2826
SP01997;SP;1678;6927;5249;4642
SP01998;SP;1610;6178;4568;4062
SP01999;SP;1573;6988;5415;4728
SP02000;SP;763;3014;2251;1914
SP02001;SP;739;3226;2487;2109
SP02002;SP;918;3675;2757;2382
SP02003;SP;365;1402;1037;893
SP02004;SP;1208;5152;3944;3453
SP02005;SP;1186;4698;3512;3112
SP02006;SP;664;2512;1848;1651
SP02007;SP;750;2999;2249;1969
SP02008;SP;515;2358;1843;1633
SP02009;SP;675;2652;1977;1690
SP02010;SP;454;1994;1540;1364
SP02011;SP;480;1844;1364;1214
SP02012;SP;271;1265;994;858
SP02013;SP;1733;5458;3725;3224
SP02014;SP;996;3660;2664;2361
SP02015;SP;1968;6390;4422;3805
SP02016;SP;1213;3949;2736;2403
SP02017;SP;1489;5843;4354;3831
SP02018;SP;1519;4910;3391;2913
SP02019;SP;1649;5428;3779;3269
SP02020;SP;1419;5169;3750;3305
SP02021;SP;1074;4916;3842;3403
SP02022;SP;650;2804;2154;1928
SP02023;SP;1727;6925;5198;4568
SP02024;SP;1649;5319;3670;3406
SP02025;SP;1364;4781;3417;3169
SP02026;SP;1848;6348;4500;4105
SP02027;SP;1651;5306;3655;3293
SP02028;SP;2249;7224;4975;4430
SP02029;SP;2086;6908;4822;4236
SP02030;SP;2188;7717;5529;4903
SP02031;SP;1612;5725;4113;3627
SP02032;SP;1658;4842;3184;2874
SP02033;SP;1990;7687;5697;5040
SP02034;SP;1685;6228;4543;3999
SP02035;SP;966;4577;3611;3252
SP02036;SP;897;3622;2725;2505
SP02037;SP;1011;3883;2872;2546
SP02038;SP;1370;5939;4569;4230
SP02039;SP;1688;6572;4884;4336
SP02040;SP;665;2652;1987;1761
SP02041;SP;462;2020;1558;1393
SP02042;SP;813;2852;2039;1891
SP02043;SP;402;1561;1159;1061
SP02044;SP;350;1543;1193;1096
SP02045;SP;500;2296;1796;1622
SP02046;SP;424;1856;1432;1322
SP02047;SP;1232;5031;3799;3379
SP02048;SP;570;2701;2131;1857
SP02049;SP;540;2278;1738;1586
SP02050;SP;840;3558;2718;2454
SP02051;SP;1063;4627;3564;3321
SP02052;SP;1347;4927;3580;3222
SP02053;SP;912;3844;2932;2731
SP02054;SP;600;2287;1687;1502
SP02055;SP;355;1516;1161;1027
SP02056;SP;739;3560;2821;2626
SP02057;SP;790;3114;2324;2086
SP02058;SP;1007;3951;2944;2594
SP02059;SP;17;112;95;79
SP02060;SP;57;285;228;206
SP02061;SP;120;234;114;95
SP02062;SP;38;117;79;75
