CD_LOC;NM_LOCAL_VOTACAO;DS_ENDERECO;NM_BAIRRO;NR_CEP
SP01777;EMEF. PROFESSOR ANTÔNIO D'ÁVILA;RUA IGARAPÉ ÁGUA AZUL, 1259;COHAB SANTA ETELVINA;8485310
SP01778;EE. PROFESSOR SIMÃO MATIAS;AV. RAGUEB CHOHFI, 4757;JARDIM IGUATEMI;8375000
SP01779;EMEF. SENADOR LUIS CARLOS PRESTES;RUA IGARAPÉ GUARÁ, 90;CONJUNTO INACIO MONTEIRO;8472120
SP01780;EE. RUY DE MELLO JUNQUEIRA;AV. DOS METALÚRGICOS, 150;CIDADE TIRADENTES;8471000
SP01781;EE. PROFESSOR PAULO ROLIM ROSA;RUA IGARAPÉ DA BELA AURORA, 435;CONJUNTO INACIO MONTEIRO;8472200
SP01782;EE. GUERRA JUNQUEIRO;RUA FLORIANO ARRESTI, 24;COHAB JUSCELINO KUBITSCHEK;8465220
SP01783;EE. JARDIM DOM ANGÉLICO;RUA ALFONSE JOAILLER, 06;VILA IOLANDA II;8473175
SP01784;EE. RECANTO VERDE DO SOL;RUA PEDRO RAMAZZANI, 6;RECANTO VERDE DO SOL;8381800
SP01785;EMEF. MAURÍCIO GOULART;RUA RENE DE TOLEDO, 700;CIDADE TIRADENTES;8471740
SP01786;EMEF. PROFESSORA CLÁUDIA BARTOLOMAZI;RUA ARROIO ARAPONGAS, 257;CIDADE TIRADENTES;8485440
SP01787;EE. FÚLVIO ABRAMO;RUA JOSE ROMEIRO, S/N;CIDADE TIRADENTES;8475350
SP01788;EMEF DR. JOSE AUGUSTO CESAR SALGADO;RUA DOS TEXTEIS, 2907;CIDADE TIRADENTES;8490600
SP01789;EMEF JARDIM DAS LARANJEIRAS;RUA LUISA SARAZIM, 139;JARDIM DAS LARANJEIRAS;8372100
SP01790;EMEF MARTIN  LUTHER KING JR;AV PROGRESSO, 100;JARDIM MARILU;8371410
SP01791;EE. PROFESSORA CLÁUDIA DUTRA VIANA;RUA WILSON FERNANDO S. DE CARVALHO, 35;SÍTIO CONCEIÇÃO;8473000
SP01792;ETEC CIDADE TIRADENTES;RUA IGARAPÉ ÁGUA AZUL, 70;CIDADE TIRADENTES;8485310
SP01793;EE. BARRO BRANCO II;RUA EDUARDO REUTER, 415 B;BARRO BRANCO II;8473533
SP01794;EMEF PROFESSORA MARIA APARECIDA MAGNANELI FERNANDES;TRAVESSA SILVIO CALDAS, S/N;JARDIM WILMA FLOR;8473463
SP01795;EMEF CÉU ALTO ALEGRE;AVENIDA BENTO GUELFI, S/N;JARDIM ALTO ALEGRE;8381001
SP01796;EMEF. BENEDITO CALIXTO;RUA LUÍS MEDEIROS DA SILVA, 130;JARDIM SÃO PEDRO;8420650
SP01797;EE. PROF. FRANCISCO DE ASSIS PIRES CORRÊA;RUA SILVIANOPOLIS, 20;JARDIM SÃO PEDRO;8420680
SP01798;EE. PROFA. RUTH CABRAL TRONCARELLI;RUA ANTÔNIO GANDINI, 690;COHAB JOSÉ BONIFÁCIO;8250605
SP01799;EE. PROFA. INDIANA Z. SIMÕES DE JESUS;RUA INÁCIO DONATI, 200;COHAB JOSÉ BONIFÁCIO;8250710
SP01800;EE. SALIM FARAH MALUF;RUA JARDIM TAMOIO, 100;COHAB JOSÉ BONIFÁCIO;8255010
SP01801;EE YERVANT KISSAJIKIAN;RUA PAISAGEM NOTURNA, 353;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8253440
SP01802;EE. PROF. JOAQUIM SILVÉRIO GOMES DOS REIS;RUA GUILHERME VALÊNCIA, 45;COHAB JOSÉ BONIFÁCIO;8253280
SP01803;EE. FADLO HAIDAR;RUA MURMÚRIOS DA TARDE, 200;COHAB JOSÉ BONIFÁCIO;8253580
SP01804;EMEF. ARTUR NEIVA;RUA NOSSA SENHORA DE GUADALUPE, 212;JARDIM HELENA;8420130
SP01805;EMEF. SATURNINO PEREIRA;ESTRADA IGUATEMI, 4977;JARDIM PEDRA BRANCA;8490500
SP01806;EE. LUÍS VAZ DE CAMÕES;RUA JOÃO PEDRO LUNA, 132;COHAB JOSÉ BONIFÁCIO;8253495
SP01807;EE. PROFA. SUMIE IWATA;RUA PROFA. LUCILA CERQUEIRA, 100;JARDIM SÃO PEDRO;8420690
SP01808;EMEF MARECHAL MALLET;RUA GENERAL MOREIRA COUTO, 72;JARDIM SÃO PEDRO;8420730
SP01809;EE. MARIA DE LOURDES ARANHA ASSIS PACHECO;RUA ÂNGELO ANDRADE, 51;COHAB JOSÉ BONIFÁCIO;8253050
SP01810;EE. SALVADOR ALLENDE;RUA DOMINGOS LISBOA, 139;COHAB JOSÉ BONIFÁCIO;8250690
SP01811;EE. ESCRITOR JUAN CARLOS ONETTI;RUA CAMUTANGA, 50;COHAB FAZENDA DO CARMO;8260340
SP01812;EE. JOÃO CASTELANO;RUA TOMOISHI SHIMIZU, 758;JARDIM CIBELE;8260140
SP01813;EMEF. PROFA. CLOTILDE ROSA HENRIQUE ELIAS;RUA ARROIO CAMPO BOM, 215;JARDIM PEDRA BRANCA;8485475
SP01814;EMEF. PROF. LUIZ ROBERTO MEGA;RUA HENRIQUE ADAMUS, 15;JARDIM AUREA;8421107
SP01815;EE. CONJUNTO HABITACIONAL ITAQUERA IV - I;RUA AQUARELA DO BRASIL, 20;COHAB JOSÉ BONIFÁCIO;8257030
SP01816;ETEC DE ITAQUERA;RUA VIRGÍNIA FERNI, 400;COHAB JOSÉ BONIFÁCIO;8253000
SP01817;COLÉGIO SANTA VIRGÍNIA;RUA HIROVO KAMINOBO, 1061, A;COLONIA (ZONA LESTE);8260160
SP01818;EMEI. RONALD DE CARVALHO;RUA LINCOLN JUNQUEIRA, 590;JARDIM SÃO PEDRO;8420660
SP01819;E.E. REVERENDO JACQUES ORLANDO CAMINHA DÁVILA;RUA ANTÔNIO RAMOS ROSA, 100;JARDIM SAO LUIS (ZONA OESTE);5822010
SP01820;E.E. PROFA. NEYDE APPARECIDA SOLLITTO;RUA JOSÉ MARIA PINTO ZILLI, 696;JARDIM DAS PALMAS;5749300
SP01821;E.E. PROF. LUIZ GONZAGA PINTO E SILVA;RUA GERALDO FRAGA DE OLIVEIRA, 324;JARDIM SAO LUIS (ZONA OESTE);5843000
SP01822;E.E. ANTÔNIO MANOEL ALVES DE LIMA;RUA PIETRO CASELLA, S/N;JARDIM SAO JOAO;5815110
SP01823;E.E. DONA ZULMIRA CAVALHEIRO FAUSTINO;RUA LUIZ GRASSMANN, 216;JARDIM MIRANTE;5801050
SP01824;E.E. MARECHAL EURICO GASPAR DUTRA;RUA HIPÓLITO CORDEIRO, S/N;JARDIM SAO LUIS (ZONA OESTE);5843240
SP01825;E.E. DOUTOR ALBERTO BADRA;RUA JOSEFINA MORETTI, 90;VILA DAS BELEZAS;5840060
SP01826;EMEF CORONEL LUÍS TENÓRIO DE BRITO;RUA BALDOMERO CARQUEJA, 278;VILA PREL;5780260
SP01827;E.E. PROF. RENATO BRAGA;RUA ARTHUR BLISS, 465;JARDIM CASA BLANCA;5842020
SP01828;EMEF PROCÓPIO FERREIRA;AV. FIM DE SEMANA, 527;JARDIM CASA BLANCA;5846270
SP01829;E.E. PROFA. ETELVINA DE GÓES MARCUCCI;RUA JOSÉ CARLOS DE TOLEDO PIZA, S/N;JARDIM PARQUE MORUMBI;5712070
SP01830;E.E. LUÍS GONZAGA TRAVASSOS DA ROSA;RUA AFONSO VIDAL, 600;JD STO ANTONIO;5723330
SP01831;EMEF DEPUTADO CYRO ALBUQUERQUE;RUA ROGÉRIO DE PAULA BRITO, 100;JARDIM SAO JANUARIO;5781310
SP01832;E.E. PROF. CARAN APPARECIDO GONÇALVES;RUA GREGÓRIO ALLEGRI, 101;VILA DAS BELEZAS;5842070
SP01833;COLÉGIO PENTÁGONO;RUA NELSON GAMA DE OLIVEIRA, 1244;VILA ANDRADE;5734150
SP01834;ESCOLA MAIS VILA ANDRADE;RUA OLAVO LEITE, 140;VILA ANDRADE;5718320
SP01835;EMEF GENERAL DE GAULLE;RUA MOURISCA, 16;JARDIM IBIRAPUERA;5814190
SP01836;E.E. MARIA ZILDA GAMBA NATEL;RUA JOSÉ CARLOS DE TOLEDO PIZA, S/N;JARDIM PARQUE MORUMBI;5712070
SP01837;EMEF PROF. LORENÇO MANOEL SPARAPAN;RUA HOLDA BOTTO MALANCONI, 431;JARDIM DUPRAT;5853310
SP01838;E.E. MARY MORAES;AV. MARECHAL JUAREZ TÁVORA, 257;SUPER QUADRA MORUMBI;5750000
SP01839;EMEF CEU CASABLANCA;RUA JOÃO DAMASCENO, 85;VILA DAS BELEZAS;5841160
SP01840;E.E. PROFA. SOLANGE APARECIDA LANDEIRO AGUIAR;RUA PIETRO CASELLA , S/N;JARDIM SAO JOAO;5815110
SP01841;CEI CEU CASABLANCA;RUA JOÃO DAMASCENO, 85;VILA DAS BELEZAS;5841160
SP01842;EMEF PROF. AÍRTON ARANTES RIBEIRO;RUA FREI LUÍS BELTRÃO, 5;CONJUNTO PROMORAR SAO LUIS;5846290
SP01843;E.E. REPÚBLICA DO PANAMÁ;RUA PIEMONTE DA BORBOREMA, 75;VILA NOVA DAS BELEZAS;5777120
SP01844;EMEF FRANCISCO REBÔLO;RUA CATARINENSES, 200;VILA ANDRADE;5728050
SP01845;EMEF CEU PARAISÓPOLIS;RUA DOUTOR JOSÉ AUGUSTO DE SOUZA E SILVA, S/N;PARAISOPOLIS;5712040
SP01846;EMEI MÁRIO SETTE;RUA ANTÔNIO BAUSCHERT, 66;JARDIM CAPELINHA;5850120
SP01847;E.E. PROFA. MARILSA GARBOSSA FRANCISCO;RUA PAULO LEMORE, S/N;JARDIM SAO JOAO;5844190
SP01848;EMEI CEU CASABLANCA;RUA JOÃO DAMASCENO, 85;VILA DAS BELEZAS;5841160
SP01849;EMEI CEU PARAISÓPOLIS;RUA DR. JOSÉ AUGUSTO DE SOUZA E SILVA, S/N;PARAISOPOLIS;5712040
SP01850;EMEI PADRE MAURO BAPTISTA;RUA CATARINENSES, 20;VILA ANDRADE;5728050
SP01851;EMEF PROFA. ANNA SILVEIRA PEDREIRA;R. NOVA DO TUPAROQUERA,1901;PARQUE SANTO ANTONIO;5820200
SP01852;CEI CEU PARAISÓPOLIS;RUA DR. JOSÉ AUGUSTO DE SOUZA E SILVA, S/N;PARAISOPOLIS;5712040
SP01853;EMEF PROF. ALÍPIO CORRÊA NETO;AV. JOÃO CAIAFFA, 140;JARDIM TABOAO;5742100
SP01854;ETEC ABDIAS DO NASCIMENTO;RUA DR. JOSÉ AUGUSTO DE SOUZA E SILVA, S/N;PARAISOPOLIS;5712040
SP01855;EMEF DOM VEREMUNDO TOTH;RUA DOUTOR JOSÉ PEDRO DE CARVALHO LIMA, 100;JARDIM PARQUE MORUMBI;5712080
SP01856;PORTINHO PANAMBY - COLÉGIO VISCONDE DE PORTO SEGURO EDUCAÇÃO INFANTIL;RUA ITAPAIUNA, 1350;JARDIM MORUMBI;5707001
SP01857;EE. DEPUTADO RUBENS DO AMARAL;RUA FILIPE CARDOSO, 554;JARDIM DA SAÚDE;4149080
SP01858;EE. JÚLIO RIBEIRO;RUA DR. NESTOR ALBERTO DE MACEDO, 117;VILA SANTO ESTÉFANO;4154020
SP01859;EE. PROF. CALIXTO DE SOUZA ARANHA;RUA SIMÃO LOPES, 925;VILA MORAES;4167001
SP01860;COLÉGIO REGINA MUNDI;RUA MARQUÊS DE LAGES, 2002;VILA MORAES;4162002
SP01861;EE. PROF. RAUL CARDOSO DE ALMEIDA;AV. NOSSA SENHORA DAS MERCÊS, 1000;VILA DAS MERCÊS;4165011
SP01862;EMEF. JOAQUIM NABUCO;PRAÇA WADIH SAFADY, 10;JARDIM MARIA ESTELA;4181050
SP01863;EE. DR. JOSÉ MARIA WHITAKER;RUA PADRE ARNALDO DANTE, 144;JARDIM SANTA CRUZ;4182070
SP01864;EE. PROFA. JÚLIA COLLAÇO FRANÇA;AV. PADRE ARLINDO VIEIRA, 3443;JARDIM VERGUEIRO;4166003
SP01865;CENTRO EDUCACIONAL SESI-402;RUA JÚLIO FELIPE GUEDES, 138;JARDIM BOTUCATU;4174040
SP01866;EMEF. MARECHAL EURICO GASPAR DUTRA;RUA JEAN DE LA HUERTA, 136;VILA BRASILINA;4163010
SP01867;EMEF. PROF. LEÃO MACHADO;AV. CARLOS LIVIERO, 600;VILA LIVIERO;4186100
SP01868;EMEF. PROF. SYLVIA MARTIN PIRES;RUA ITALVA, 266;SAÚDE;4294030
SP01869;EE. RAUL FONSECA;AV. INHAIBA, 92;SAÚDE;4292050
SP01870;EMEF. CASSIANO RICARDO;RUA JOÃO JOSÉ DA SILVA, 422;VILA CARAGUATÁ;4191140
SP01871;EE. DR. ÁLVARO DE SOUZA LIMA;RUA MEMORIAL DE AIRES, 478 - JARDIM SÃO SAVÉRIO;JARDIM SÃO SAVÉRIO;4194280
SP01872;COLÉGIO VERUSKA;RUA NOSSA SENHORA DAS MERCÊS, 1233;VILA DAS MERCÊS;4165001
SP01873;EE. ARTUR SABÓIA;RUA TAQUARICHIM, 22;VILA VERA;4296100
SP01874;EMEI. CARLOS EDUARDO DE CAMARGO ARANHA;RUA DO BOQUEIRÃO, 107;SAÚDE;4293030
SP01875;EMEF. JOSÉ DO PATROCÍNIO;RUA CANTIGA INGÊNUA, 64;JARDIM SANTA EMÍLIA;4184065
SP01876;EMEF. JOSÉ MARIA LISBOA;PRAÇA JOÃO RODRIGUES, 575;JARDIM DA SAÚDE;4290090
SP01877;EMEF. OLAVO FONTOURA;RUA DR. LAFAIETTE DE SOUSA CAMARGO, 72;JARDIM CLÍMAX;4177380
SP01878;EE. PROF. CARLOS PASQUALE;RUA MARQUÊS DE LAGES, 219;VILA BRASILINA;4162000
SP01879;EMEF. PROF. ROBERTO PLÍNIO COLACIOPPO;RUA ATÍLIO SELVA, 16;JARDIM CELESTE;4195060
SP01880;EE. PROFA. MARTHA FIGUEIRA NETTO DA SILVA;RUA ABEYLARD QUEIROS, 195;ÁGUA FUNDA;4155010
SP01881;EE. VALENTIM GENTIL;RUA FRANCISCO HURTADO, 303;VILA ÀGUA FUNDA;4156040
SP01882;CEI VEREADOR FRANCISCO PEREZ;RUA JACAPÉ, 148;ÁGUA FUNDA;4315050
SP01883;EE. PROFA. TERUKO UEDA YAMAGUTI;RUA AMADEU GIUSTI, 52;JARDIM SANTA CRUZ;4182080
SP01884;CEU. EMEF PROFª MARA CRISTINA TARTAGLIA SENA;RUA ARTUR PRIMAVESI, S/N;PARQUE BRISTOL;4177070
SP01885;EE. HENRIQUE DE SOUZA FILHO;RUA GASTÃO FORMENTI, 70;VILA SANTA TERESA;4187170
SP01886;EMEI PROFª  FÁTIMA REGINA DA CRUZ SABINO CALAÇA;RUA MÁRIO QUINTANA, 15;JARDIM SÃO SAVÉRIO;4194261
SP01887;EE. CIDADE DE HIROSHIMA;RUA VENÂNCIO LISBOA, 382;JARDIM NOSSA SENHORA DO CARMO;8280590
SP01888;EE. JOSÉ DE OLIVEIRA ORLANDI;AV. ADRIANO BERTOZZI, 1195;JARDIM HELIAN;8265000
SP01889;EE. PROF. QUINTILIANO JOSÉ SITRANGULO;RUA ARRAIAL DA ANTA, 325;VILA CARMOSINA;8270090
SP01890;EE. PROF. OCTACÍLIO DE CARVALHO LOPES;AV. WALDEMAR TIETZ, 850;CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA;3589000
SP01891;EMEI PEDRO BRASIL BANDECCHI;AV. WALDEMAR TIETZ, 950;CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA;3589000
SP01892;EE. PROF. ORESTES ROSOLIA;RUA PADRE JERÔNIMO MACHADO, 200;CONJUNTO HABITACIONAL PADRE MANOEL DA NOBREGA;3590000
SP01893;EE. PROF. AMADOR ARRUDA MENDES;AV. SYLVIO TORRES, 290;CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA;3589010
SP01894;EE. ANTONIO SYLVIO DA CUNHA BUENO;RUA ANDREA FELICIANI, 501;CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA;3591020
SP01895;EE. PROF. ASCÂNIO DE AZEVEDO CASTILHO;AV. LÍDER, 2168;CIDADE LIDER;8280005
SP01896;EE. JOZINEIDE PEREIRA GAUDINO;RUA JOAQUIM MEIRA DE SIQUEIRA, 200;JARDIM NOSSA SENHORA DO CARMO;8275490
SP01897;EE. PROFA. LINA DA COSTA COUTO;ESTRADA DO PÊSSEGO, 1400;COLONIA (ZONA LESTE);8260000
SP01898;EMEF. PROF. AURÉLIO ARROBAS MARTINS;AV. AFONSO DE SAMPAIO E SOUSA, 2051;JARDIM NOSSA SENHORA DO CARMO;8270000
SP01899;EE. DR. PAULO LAURO;RUA VITALINO DOS SANTOS, 85;PARQUE SAVOY CITY;3570160
SP01900;EE. ENG. OCTÁVIO MARCONDES FERRAZ;AV. WALDEMAR TIETZ, 1477;CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA;3589001
SP01901;EE. A HEBRÁICA;AV. ALZIRO ZARUR, 550;PARQUE SAVOY CITY;3570000
SP01902;EE. PROFA. KIMAKO KAMADA KINOSHITA;AV. FRANCISCO TRANCHESI, 520;JARDIM NOSSA SENHORA DO CARMO;8270460
SP01903;EE. PROFA. LUZIA DE QUEIRÓZ E OLIVEIRA;AV. ITAQUERA, 5912;CIDADE LIDER;8285060
SP01904;EMEF. DANYLO JOSÉ FERNANDES;AV. DOUTOR FRANCISCO MUNHOZ FILHO, 431;CIDADE LIDER;8280000
SP01905;EE. FRANCISCO GLYCÉRIO DE FREITAS;RUA COSMO JOSÉ DA SILVA, 322;CIDADE LIDER;8285300
SP01906;EE. MISSIONÁRIO MANOEL DE MELO;RUA ARCÁDIA PAULISTANA, 205;JARDIM NOSSA SENHORA DO CARMO;8280540
SP01907;EMEF. PROF. JOSÉ QUERINO RIBEIRO;RUA CEL. ALBERT DE ROCHAS D'AIGLUM, 50;JARDIM DAS CARMELITAS;8275570
SP01908;EMEI PROFESSORA CECÍLIA SANT'ANNA SOUZA;RUA FONTOURA XAVIER, 226;VILA CARMOSINA;8295300
SP01909;EMEF CARLOS CHAGAS;AV. OSVALDO VALLE CORDEIRO, 337;JARDIM BRASILIA;3584000
SP01910;EMEI  MONSENHOR LUÍS BIRAGHI;RUA JOAQUIM FERREIRA DE OLIVEIRA, 50;JARDIM NOSSA SENHORA DO CARMO;8270480
SP01911;EMEI JOSÉ DUARTE;RUA DIAS COELHO, 97;CIDADE LIDER;8280360
SP01912;EMEI VICENTE MATHEUS;RUA ALEXANDRE CHEID, 636;PARQUE SAVOY CITY;3570100
SP01913;EMEF. PRESTES MAIA;RUA SELMA KURTZ, 166;JARDIM NITERÓI;4439070
SP01914;EMEF CONDE PEREIRA CARNEIRO;AVENIDA JOÃO PEIXOTO VIEGAS, 441;JARDIM CONSÓRCIO;4437000
SP01915;EMEF. PROF. JOÃO ERNESTO DE SOUZA CAMPOS;RUA MONSENHOR JOSÉ MARINONI, 22;VILA MISSIONÁRIA;4430350
SP01916;EE. PROF. DOUTOR LAURO PEREIRA TRAVASSOS;RUA FREI FRANCISCO FERREIRA, 128;VILA MISSIONÁRIA;4430180
SP01917;EMEF. PROFª ISABEL VIEIRA FERREIRA;RUA DAS ORQUÍDEAS, 130;PARQUE PRIMAVERA;4467245
SP01918;EMEF. DESEMBARGADOR MANOEL CARLOS DE FIGUEIREDO FERRAZ;RUA PROF. CORREA BRITO, 355;JARDIM PEDREIRA;4468055
SP01919;EMEF. DEPUTADO JOÃO SUSSUMU HIRATA;ESTRADA DO ALVARENGA, 2113;JARDIM OFÉLIA;4467000
SP01920;EE. PROF. MANOEL TABACOW  HIDAL;RUA MANUEL DE MACEDO, 247;PEDREIRA;4459290
SP01921;EMEF. ANTENOR NASCENTES;RUA ANTONIO FERNANDES DE OLIVEIRA, 112;JARDIM UBIRAJARA;4458050
SP01922;EMEF.MANUEL BORBA GATO;ESTRADA DO ALVARENGA, 179;JARDIM PEDREIRA;4462000
SP01923;EMEF. DOUTOR ANTONIO CARLOS DE ABREU SODRÉ;RUA JUARI, 835;JARDIM SABARÁ;4446160
SP01924;EE. PROF. JOAQUIM ADOLFO ARAUJO;RUA FRANCISCO MADERO, 16;VILA ARRIETE;4445090
SP01925;EE. PROFª AMÉLIA MONCON RAMPONI;RUA SÃO CONSTANTINO, 180;PARQUE SABARA;4456000
SP01926;EE. ASSIS CHATEAUBRIAND;RUA ARMANDO GONZAGA, 150;JARDIM NITERÓI;4434110
SP01927;EE. DOUTOR AYRES NETO;RUA JOSÉ FLÁVIO PEREIRA, 173;PARQUE DOROTÉIA;4474220
SP01928;EE. LUIZA MARCELINA BRANCA CHAIB;ESTRADA DO ALVARENGA, 5110;SETE PRAIAS;4474340
SP01929;EE. PROF. EUGÊNIO ZERBINI;RUA DOS PIAVUNAS, 10-B;BALNEÁRIO SÃO FRANCISCO;4473040
SP01930;EE. PROFª JULIA DELLA CASA PAULA;RUA GEORGE BERNANOS, 311;JARDIM SÃO JORGE;4432110
SP01931;EE. MINISTRO SALGADO FILHO;RUA PEDRO GONÇALVES MEIRA, 101;JARDIM SAO CARLOS;4433250
SP01932;EE. PROF. BENTO PEREIRA DA ROCHA;RUA GEORGE BENDA, 80;VILA GUACURI;4475100
SP01933;EMEF. ALMIRANTE SYLVIO HECK;RUA PEDRO NOGUEIRA DE PAZES, 199;JARDIM ITAPURA;4433010
SP01934;EE. PROF. EUSÉBIO DE PAULA MARCONDES;RUA DOMINGAS GALLETERI BLOTTA, 31;VILA CAMPO GRANDE;4455360
SP01935;EE. PASTOR WALDEMAR RODRIGUES DA SILVA;RUA JENNY LIND, 20;JARDIM ORLY;4434280
SP01936;EE. PROF. FRANCISCO ALVES MOURÃO;RUA ADELINA MARIA DE JESUS, 15;JARDIM APURÁ;4470261
SP01937;EMEF. PROF. JOÃO DE SOUZA FERRAZ;RUA RAFAEL CORREIA SAMPAIO, 291;JARDIM PALMARES (ZONA SUL);4457100
SP01938;EMEF. PROF. MÁRIO SCHENBERG;RUA PAPA GREGÓRIO MAGNO, 133;JARDIM OFÉLIA;4430130
SP01939;EE. PROF. DOGIVAL BARROS GOMES (VILA MISSIONÁRIA II);RUA ELÍSIO MENDES GAIA, 101;JARDIM SAO CARLOS;4433220
SP01940;EE. PADRE PASQUALE FILIPPELLI;RUA PAULINO ALVES ESCUDEIRO, 240;VILA GUACURI;4475350
SP01941;EMEF CENTRO EDUCACIONAL UNIFICADO ALVARENGA;ESTRADA DO ALVARENGA, 3752;SANTA AMELIA;4474340
SP01942;EMEI CENTRO EDUCACIONAL UNIFICADO ALVARENGA;ESTRADA DO ALVARENGA, 3752;SANTA AMELIA;4474340
SP01943;CEI CENTRO EDUCACIONAL UNIFICADO ALVARENGA;ESTRADA DO ALVARENGA, 3752;SANTA AMELIA;4474340
SP01944;EE. ARTISTA PLÁSTICO EMANOEL ALVES DE ARAÚJO (DOROTÉIA II);RUA PAULINO ALVES ESCUDEIRO, 290;JARDIM RUBILENE;4475350
SP01945;CEI MARIA ESTEFANO MALUF;RUA DOM JOÃO BATISTA NERI, 381;JARDIM ITAPURA;4467050
SP01946;CIEJA - CENTRO INTEGRADO DE EDUCAÇÃO DE JOVENS E ADULTOS;RUA FRANCISCO RAMOS, 132;JARDIM CONSÓRCIO;4437060
SP01947;CEI. PROFª MARIA DO CARMO PAZOS FERNANDEZ - MADU (CEI PARQUE SABARÁ);RUA JOSÉ DA FONSECA NADAES, 400;JARDIM SABARÁ;4446140
SP01948;EMEF. PADRE ALDO DA TOFORI;RUA MIGUEL FLETA, N. 167;PARQUE DOROTÉIA;4474240
SP01949;EMEF. PROFª. MARIA LUCIA DOS SANTOS;RUA ESTAMPA ESPORTIVA, 55;AMERICANÓPOLIS;4429060
SP01950;EE. PROFª ROSA INÊS BORNIA MOREIRA (SETE PRAIAS);ESTRADA DO ALVARENGA, 5112;SETE PRAIAS;4474340
SP01951;EE. DESEMBARGADOR JOSÉ CAVALCANTI SILVA;RUA GEORGE BERNANOS, 71;JARDIM SÃO JORGE;4432110
SP01952;EMEI - DR. JOÃO DE DEUS BUENO DOS REIS;RUA FRANCISCO RAMOS, N. 32;JARDIM CONSÓRCIO;4437060
SP01953;EMEI VANDA COELHO DE MORAES;RUA GUALDAQUIVIR, 9;JARDIM UBIRAJARA;4458000
SP01954;CEI VÔ DONI;QUINTA DE SANTA LUZIA, 73;VILA BABY;4460040
SP01955;EMEI PROFESSOR CELSO FERREIRA DA SILVA;RUA PIETRO MONGINI, 15;VILA MISSIONÁRIA;4430004
SP01956;EMEI ARTHUR BAPTISTA DA LUZ;RUA CUNHA MENDES, 90;JARDIM ITAPURA;4467110
SP01957;ESCOLA ESTADUAL GABRIELA MISTRAL;RUA MAJOR BARACCA, 584;PARQUE EDU CHAVES;2232000
SP01958;ESCOLA ESTADUAL  JOHANN GUTENBERG;RUA CAPITÃO BUSSE, 391;PARQUE EDU CHAVES;2232050
SP01959;ESCOLA ESTADUAL PROFESSORA CARMOSINA MONTEIRO VIANNA;RUA ANTÔNIO PALMIERI, 377;JARDIM BRASIL;2210000
SP01960;ESCOLA ESTADUAL EURÍPEDES DE CASTRO;AVENIDA EDGAR RUZZANT, 456;JARDIM BRASIL;2225010
SP01961;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFA. MARIA HELENA FARIA LIMA;AVENIDA ROLAND GARROS, 573;JARDIM BRASIL;2235000
SP01962;ESCOLA ESTADUAL PROFESSORA VERIDIANA CAMACHO CARVALHO GOMES;RUA CARLOS DOS SANTOS, 781;JARDIM BRASIL;2234000
SP01963;ESCOLA ESTADUAL PROFESSOR DAVID EUGÊNIO DOS SANTOS;RUA JOSÉ DE ALMEIDA, 1377;VILA MEDEIROS;2204001
SP01964;ESCOLA ESTADUAL PROFESSOR SEBASTIÃO DE SOUZA BUENO;RUA FRANCISCO DE MEDEIROS JORDÃO, 579;VILA MEDEIROS;2214030
SP01965;ESCOLA ESTADUAL JOSÉ MARIA REYS;AVENIDA CONCEICÃO, 3027;VILA MUNHOZ;2135000
SP01966;ESCOLA ESTADUAL DOUTOR MIGUEL VIEIRA FERREIRA;RUA FRANCISCO DE MEDEIROS JORDÃO, 628;VILA MEDEIROS;2214030
SP01967;ESCOLA ESTADUAL DOUTOR LUIZ LÁZARO ZAMENHOF;RUA EURICO SODRÉ, 944;VILA MEDEIROS;2215010
SP01968;ESCOLA ESTADUAL PROFESSOR VICTOR DOS SANTOS CUNHA;AVENIDA JOÃO SIMÃO DE CASTRO, 280;VILA SABRINA;2141000
SP01969;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALBERTO SANTOS DUMONT;RUA TENENTE SOTOMANO, 1920;JARDIM BRASIL;2226001
SP01970;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ENEAS CARVALHO DE AGUIAR;RUA FRANCISCO FRANCO MACHADO, 74;VILA SABRINA;2139020
SP01971;ESCOLA ESTADUAL PROVÍNCIA DE NAGASAKI;RUA DORÂNDIA, 158;JARDIM BRASIL;2234080
SP01972;ESCOLA ESTADUAL DOUTOR JUSTINO CARDOSO;RUA JOÃO SOUTO MAIOR, 465;VILA MEDEIROS;2218000
SP01973;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA SHIRLEY GUIO;RUA CRISTÓVÃO LINS, 611;VILA ISOLINA MAZZEI;2083000
SP01974;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL GENERAL JÚLIO MARCONDES SALGADO;AVENIDA EDU CHAVES, 1289;PARQUE EDU CHAVES;2229001
