CD_LOC;NM_LOCAL_VOTACAO;DS_ENDERECO;NM_BAIRRO;NR_CEP
SP01058;EMEF. DR. JOÃO NAOKI SUMITA;AVENIDA MONSENHOR ANTÔNIO DE CASTRO, 222;JARDIM VILA FORMOSA;3461000
SP01059;EE. PROFESSORA IRENE DE LIMA PAIVA;RUA LUTÉCIA, 1966;VILA CARRAO;3423000
SP01060;COLÉGIO NOSSA SENHORA DO SAGRADO CORAÇÃO;RUA PLANALTO, 15;VILA FORMOSA;3364010
SP01061;EE. BRIGADEIRO EDUARDO GOMES;RUA LEÔNCIO DA COSTA VIEIRA, 137;JARDIM PIQUEROBY;3463070
SP01062;EE. PROF. GASTÃO STRANG;RUA MAFALDA, 405;CHACARA BELENZINHO;3377010
SP01063;EE. PROFª ALMERINDA RODRIGUES DE MELLO;RUA REI ALBERTO DA BÉLGICA, 571;VILA GUARANI;3381000
SP01064;EE. PROF. SANTOS AMARO DA CRUZ;ESTRADA DA BARREIRA GRANDE, 785;JARDIM COLORADO;3386000
SP01065;EMEF. BARTOLOMEU LOURENÇO DE GUSMÃO;RUA PICINGUABA, 802;VILA SANTA ISABEL;3432000
SP01066;COLÉGIO SOTER;RUA MAFALDA, 481;VILA FORMOSA;3377010
SP01067;EE. CESAR MARENGO;RUA JOAQUIM PEIXOTO, 108;CHACARA BELENZINHO;3382167
SP01068;EMEF. VICENTINA RIBEIRO DA LUZ;RUA AILTON NEGRÃO FAZZIO, 59;PARQUE SANTO EDUARDO;3384020
SP01069;EMEF. PROF. GILMAR TACCOLA;RUA LUTÉCIA, 1730;VILA CARRAO;3423000
SP01070;ETEC. DE VILA FORMOSA;RUA BACTÓRIA 38;JARDIM HAIA DO CARRAO;3472100
SP01071;EMEI. JOÃO RUBENS MARCELO;RUA AZEVEDO E BRITO, 395;VILA FORMOSA;3366040
SP01072;EMEI. FRANCISCO ROQUETTI;PRAÇA LEÃO 10, SEM NÚMERO;VILA FORMOSA;3359025
SP01073;EXTERNATO NOSSA SENHORA DO SAGRADO CORAÇÃO UNIDADE 2;AVENIDA JOÃO 23, 1071;VILA FORMOSA;3361000
SP01074;EMEI. PROFª THEREZA THÉ DE CARVALHO;RUA BARRA DO CAMARAJIBE, 200;PARQUE CRUZEIRO DO SUL;3383120
SP01075;CRECHE MUNICIPAL VEREADOR GABRIEL NOGUEIRA QUADROS;RUA LAGOA SECA, 67;JARDIM RECORD;3462100
SP01076;COLÉGIO BRASÍLIA;RUA ANGÁ, 395;VILA FORMOSA;3360000
SP01077;EE. PROF. FREDERICO VERGUEIRO STEIDEL;RUA ATLÂNTIDA, 8;JARDIM TEXTIL;3421030
SP01078;EE. PROF. MOACYR CAMPOS;AV. RIO DAS PEDRAS, 2022;VILA ANTONIETA;3452100
SP01079;EE. DONA PILAR GARCIA VIDAL;RUA PASTOR AGENOR CALDEIRA DINIZ, 48;JARDIM IV CENTENARIO;3935080
SP01080;EE. PROFª ARACY LEME DA VEIGA RAVACHE;PRAÇA CÂNDIDO MENDES DE ALMEIDA, 184;VILA NOVA YORK;3908290
SP01081;EE. PROFª MARIA DE LOURDES DO ROSÁRIO NEGREIROS;RUA JOAQUIM FELÍCIO, 170;JARDIM IV CENTENARIO;3932050
SP01082;EE. DUQUE DE CAXIAS;RUA CORONEL JOÃO DE OLIVEIRA MELO, 967;VILA ANTONIETA;3474020
SP01083;EMEF SÉRGIO MILLIET;RUA DR. PAULO DE ANDRADE ARANTES, 125;PARQUE MARIA LUIZA;3451090
SP01084;EE. DEP. NORBERTO MAYER FILHO;RUA MANUEL LUIS DE VERGUEIRO, 365;VILA ANTONIETA;3476000
SP01085;EMEF DES. ACHILLES DE OLIVEIRA RIBEIRO;RUA SÃO JOÃO DO PARAÍSO, 57;JARDIM IMPERADOR (ZONA LESTE);3934000
SP01086;EE. EDUARDO CARLOS PEREIRA;AV. INCONFIDÊNCIA MINEIRA, 576;VILA RICA;3911000
SP01087;EE. NAGIB IZAR;RUA MONTE CARDOSO, 671;VILA ANTONIETA;3474000
SP01088;EMEI OLÂNDYA PERES RIBEIRO;RUA DR. MARIANO CURSINO DE MOURA, 395;PARQUE MARIA LUIZA;3451000
SP01089;EE. CARAMURU;RUA REGO BARROS, 501;VILA ANTONIETA;3460000
SP01090;EMEF ROQUETE PINTO;RUA PROFA. ALZIRA DE OLIVEIRA GILIOLI, 32;JARDIM IVA;3905090
SP01091;EE. MARIA PRESTES MAIA;RUA ANTÔNIO FERRACIOLI, 283;JARDIM CATARINA;3910070
SP01092;EE. JÚLIO PESTANA;AV. GUAPIRA, 2862;JAÇANÃ;2265002
SP01093;EMEF. OCTÁVIO PEREIRA LOPES;RUA ALCY BORGES DOS SANTOS, 242;JAÇANÃ;2276020
SP01094;EE. PROF. EURICO FIGUEIREDO;RUA MINISTRO FONSECA FILHO, 75;JAÇANÃ;2272030
SP01095;EE. PROFA. MARIA ANGELITA SAYAGO DE LAET;RUA FREIRE BASTOS, 226;JARDIM MODELO;2261020
SP01096;EMEF. LOURENÇO FILHO;RUA SÃO GERALDINO, 212;VILA CONSTANÇA;2258220
SP01097;JARDIM ESCOLA PAULISTA LTDA.;AV. GENERAL ATALIBA LEONEL, 4129;TUCURUVI;2242000
SP01098;EMEF. RODRIGUES ALVES;RUA RICARDO, 81;VILA DOM PEDRO II;2246020
SP01099;EE. PROF. ADEMAR HIROSHI SUDA;RUA AGAFITA, 50;PARQUE VITÓRIA;2269080
SP01100;EMEF. EDSON RODRIGUES;RUA FILADELFO GOUVEIA NETO, 131;VILA CONSTANÇA;2256090
SP01101;EE. CÔNEGO JOÃO LIGABUE;RUA DA GROTA, 483;VILA GUSTAVO;2206010
SP01102;EMEF. PROF. FRANKLIN AUGUSTO DE MOURA CAMPOS;RUA MAJOR DANTAS CORTEZ, 1001;VILA GUSTAVO;2206000
SP01103;COLÉGIO SIR ISAAC NEWTON;AV. JÚLIO BUONO, 2407;VILA GUSTAVO;2340000
SP01104;EE. DONA CYRENE DE OLIVEIRA LAET;RUA ESTER ELISA, 227;VILA NILO;2278040
SP01105;EE. ALFREDO INÁCIO TRINDADE;RUA JOÃO ROSA, 86;VILA NIVI;2255130
SP01106;EE. PROF. JOSÉ DO AMARAL MELLO;RUA ALPHEU LUIZ GASPARINO, 84;VILA NOVA GALVÃO;2281110
SP01107;EE. GUSTAVO BARROSO;RUA ALFEU DE ALCÂNTARA MONTEIRO, 100;CONJUNTO HABITACIONAL JOVA RURAL;2281200
SP01108;EE. PROF. LUIZ AMARAL WAGNER;RUA DR. NICOLINO MORENA, 541;VILA CONSTÂNÇA;2257000
SP01109;EMEF. FREI ANTONIO SANT'ANA GALVÃO;RUA GENERAL JERÔNIMO FURTADO, 715;JARDIM CABUÇU;2237000
SP01110;EE. FELÍCIO TONETTI;RUA JOSÉ MILTON BARBOSA, 138;CONJUNTO HABITACIONAL JOVA RURAL;2281214
SP01111;EMEI. PROFA. OTTÍLIA DE JESUS PIRES;RUA SÃO LUIZ GONZAGA, 62;JAÇANÃ;2274150
SP01112;EMEI. FLÁVIO IMPÉRIO;RUA JOSÉ FIGLIOLINI, 735;VILA NILO;2278020
SP01113;FACULDADES SANTA RITA DE CÁSSIA;AV. JAÇANÃ, 648;JAÇANÃ;2273001
SP01114;COLÉGIO PIETRA;RUA RIO DOCE, 407/409;VILA GUSTAVO;2221000
SP01115;COLÉGIO SIGMUND FREUD;RUA CANEDOS, 202;VILA NIVI;2252010
SP01116;COLÉGIO IAPI;AV. GENERAL ATALIBA LEONEL, 2936;PARADA INGLESA;2242000
SP01117;EMEI. PROFA. VERA ARNONI SCALQUETTE;RUA TANQUE VELHO, 2277;VILA NIVI;2251002
SP01118;CEU.EMEI. JAÇANÃ;RUA FRANCISCA ESPÓSITO TONETTI, 105;JARDIM GUAPIRA;2276010
SP01119;EMEI. PROFA. LAURA FUNFAS LE SUEUR;AV JÚLIO BUONO, 915;PARQUE RODRIGUES ALVES;2201000
SP01120;EMEF. CEU. JAÇANÃ;RUA FRANCISCA ESPÓSITO TONETTI,105;JARDIM GUAPIRA;2276000
SP01121;EMEI. PROF. CELSO DE SOUSA OLIVEIRA;RUA ROBERTO LANARI, 1000;CONJUNTO HABITACIONAL JOVA RURAL;2281209
SP01122;CEI CEU JAÇANÃ;RUA FRANCISCA ESPÓSITO TONETTI, 105;JARDIM GUAPIRA;2276010
SP01123;EE. PROF. VICTOR MIGUEL ROMANO;AVENIDA SAPOPEMBA, 7763;JARDIM ADUTORA;3988010
SP01124;EMEF. DEPUTADO FLORES DA CUNHA;RUA GENERAL PORFÍRIO DA PAZ, 1663;VILA BANCARIA;3918000
SP01125;EMEF. EMÍLIO RIBAS;RUA JOSÉ JOAQUIM, 302;PARQUE LUIS MUCCIOLO;3272000
SP01126;EE. PROFª BEATRIZ DO ROZARIO BASSI ASTORINO;RUA JUIZ DE FORA, 366;VILA EMA;3286000
SP01127;EE. PROF. JOCELYN PONTES GESTAL;RUA PEDRO GONÇALVES VAREJÃO, 209;JARDIM MIMAR;3986170
SP01128;EE. PROF. JOAQUIM BRAGA DE PAULA;AVENIDA DO ORATÓRIO, 4330;JARDIM GUAIRACA;3220200
SP01129;EMEF. ALTINO ARANTES;RUA CORONEL AUGUSTO CELSO DE MOURA,78;VILA ELZE;3256000
SP01130;EMEF. ALVARES DE AZEVEDO;RUA ALCAÇUZ, 130;JARDIM GUAIRACA;3245010
SP01131;EE. PROFª MARIA DA GLÓRIA COSTA E SILVA;RUA DR. MONTEIRO DE BARROS, 110;VILA ELZE;3254120
SP01132;EMEF. PROFª MARLENE RONDELLI;RUA ACÁCIO CARISTO, 21;PARQUE TOMAS SARAIVA;3374000
SP01133;EMEF. PRESIDENTE PRUDENTE DE MORAIS;RUA JUIZ DE FORA, 980;VILA EMA;3286000
SP01134;EMEF. PROF. HENRIQUE MÉLEGA;RUA CHIQUINHA GONZAGA, 349;VILA PRIMAVERA;3389050
SP01135;EE. PROF. DÍDIO DA SILVEIRA BALDY;RUA SENADOR SARAZATE, S/N;VILA TOLSTOI;3270020
SP01136;EE. PROF. MIGUEL SANSÍGOLO;RUA FRANCISCO DA ROCHA, 157;JARDIM IVA;3921130
SP01137;EMEI DANTON CASTILHO CABRAL;RUA SILVESTRO SILVESTRI, 319;JARDIM ANGELA (ZONA LESTE);3985000
SP01138;EMEI BENJAMIN CONSTANT;AV. CASA GRANDE, 133;V CUNHA BUENO;3260000
SP01139;EMEI. ORÍGENES LESSA;AV. EGÍDIO MARTINS, S/N;VILA PRIMAVERA;3390010
SP01140;COLÉGIO CASTRO ALVES;AVENIDA MORAIS COSTA, 531;VILA INDUSTRIAL;3253000
SP01141;REDE DECISÃO DE ENSINO - UNIDADE FÁTIMA;RUA DR. TOLSTOI DE CARVALHO, 250;VILA TOLSTOI;3269020
SP01142;EMEFM. RUBENS PAIVA;RUA DOS NAVEGADORES, 91;JARDIM ANGELA (ZONA LESTE);3985120
SP01143;EMEI. JOSÉ VERÍSSIMO;RUA ANTONIO DE PAIVA AZEVEDO, 16;PARQUE TOMAS SARAIVA;3284080
SP01144;EMEI. CLÓVIS BEVILACQUA;RUA JOSÉ DE QUEIROZ MATOS, 190;JARDIM GRIMALDI;3922040
SP01145;EMEF. BENEDITO DE JESUS BATISTA LAURINDO;RUA ALFONSO FERRABOSCO, 52;PARQUE DOS BANCARIOS;3923085
SP01146;EMEF PROFª JULIETA TERLIZZI BINDO;RUA ANTONIO RIBEIRO MACEDO, 115;JARDIM PORTEIRA GRANDE;3918055
SP01147;CEI. ENEDINA DE SOUSA CARVALHO;RUA ANTONIO DE PAIVA AZEVEDO, 60;PARQUE TOMAS SARAIVA;3284080
SP01148;EE. DEPUTADO JOAQUIM GOUVEIA FRANCO JÚNIOR;RUA VÍTOR HESS, 51;VILA INDUSTRIAL;3253005
SP01149;EMEI. VILA EMA;RUA ANTONIO PIRES DE CAMPOS, 98;VILA EMA;3283060
SP01150;EMEF. PROF. FRANCISCO DA SILVEIRA BUENO;RUA IGARAPÉ FLORES, 19;VILA SAO NICOLAU;3254330
SP01151;CEI VEREADOR JOÃO FRANCISCO DE HARO;RUA PEDRO DE CASTRO VELHO, 559;JARDIM IVA;3921000
SP01152;CEI VEREADOR ROBERTO GOMES PEDROSA;RUA BORGES DE MEDEIROS, 79;VILA FATIMA;3920010
SP01153;EE AROLDO DE AZEVEDO;RUA FILIPA ÁLVARES, S/N;JARDIM PLANALTO;3984020
SP01154;EE DEPUTADO SHIRO KYONO;RUA TOMÁS DE SANTA MARIA, S/N;CONJUNTO HABITACIONAL TEOTONIO VILELA;3928170
SP01155;EE PROFº JORN. EMIR MACEDO NOGUEIRA;RUA IAÇAPÉ, 322;PARQUE SANTA MADALENA;3983090
SP01156;EMEF ARMANDO DE SALLES OLIVEIRA;RUA MILTON DA CRUZ, 659;JARDIM PLANALTO;3983080
SP01157;EMEF ARQUITETO VILANOVA ARTIGAS;RUA GUARANTÃ, S/N;PARQUE DOS BANCARIOS;3924120
SP01158;EMEF BRASÍLIO MACHADO NETO;RUA ALMIRANTE OTACÍLIO CUNHA, 325;PARQUE SANTA MADALENA;3982190
SP01159;EMEF PADRE GREGÓRIO WESTRUPP;RUA ESQUIVEL NAVARRO, 10;CONJUNTO HABITACIONAL TEOTONIO VILELA;3928130
SP01160;EMEF PROFº ARLINDO CAETANO FILHO;RUA PALMEIRA BACABA,39;PARQUE SANTA MADALENA;3980050
SP01161;EMEI PROFº JOSÉ CLEMENTE PEREIRA;AV. DOUTOR PAULO COLOMBO PEREIRA DE QUEIROZ, 320;PARQUE SANTA MADALENA;3982130
SP01162;EMEI RACHEL MESQUITA DE SALLES OLIVEIRA;RUA MILTON DA CRUZ, 585;JARDIM PLANALTO;3983080
SP01163;EE. PROF. JUVENTINA PATRICIA SANT'ANNA;RUA ENGENHEIRO EMILIO SAAD, 50;CIDADE ADEMAR;4405020
SP01164;EE. MARTINS PENA;RUA PROF. PAULO MANGABEIRA ALBERNAZ, 150;AMERICANÓPOLIS;4405030
SP01165;EE. PROF. DULCE CARNEIRO;TRAVESSA GRANDE MADRUGADA, 53;VILA MARARI;4401010
SP01166;EM. DOUTOR HABIB CARLOS KYRILLOS;RUA RIO GRANDE DO NORTE, S/N;AMERICANÓPOLIS;4412090
SP01167;EE. PROF. VICENTE RAO;RUA PASTOR RUBENS LOPES, 368;AMERICANÓPOLIS;4409020
SP01168;EE. PROF. JOAO EVANGELISTA COSTA;AV CUPECE, 2672;CIDADE ADEMAR;4366000
SP01169;EE. PROF. ZENAIDE LOPES DE OLIVEIRA GODOY;AVENIDA  CELSO DOS SANTOS, 375;VILA CONSTÂNÇA;4658240
SP01170;EM. PROF. ANTONIO SAMPAIO DORIA;PRAÇA TITO PACHECO, 7;JARDIM MIRIAM;4419140
SP01171;EE. PROF. JOSE NASCIMENTO;RUA LUISA, 48;CIDADE JULIA;4424030
SP01172;EE. PROF. LUIZ SIMIONE SOBRINHO;RUA FRANCISCO LOPES PINTO, 282;JD PRUDENCIA;4649110
SP01173;EM. ALFERES TIRADENTES;RUA SALVADOR RODRIGUES NEGRAO, 602;VILA JOANIZA;4401160
SP01174;EE. MEXICO;RUA LEONEL DA GAMA BELES, 82;VILA JOANIZA;4403360
SP01175;EE. GUIOMAR NOVAES;RUA LEONIDAS MOREIRA, 21;VILA INGLESA;4653180
SP01176;EE. PADRE TIAGO ALBERIONI;AVENIDA  ANGELO CRISTIANINI, 1434;CIDADE JULIA;4424000
SP01177;EE. PROF. JOSE HERMENEGILDO LEONI;RUA DOMENICO  PALMA, 451;CUPECE;4652060
SP01178;EE. PROF. JOANNA ABRAHAO;RUA COMENDADOR ARTUR CAPODAGLIO, 99;AMERICANÓPOLIS;4410080
SP01179;EE. PROF. JOSE BAPTISTA RIOS CASTELLOES;RUA ITATAS, 195;V ERNA;4404080
SP01180;EM. CARLOS AUGUSTO DE QUEIROZ ROCHA;AVENIDA SANTO AFONSO, 775;JARDIM MIRIAM;4426000
SP01181;EM. PROF. ELZA MAIA COSTA FREIRE;RUA DO ESPIGAO, 195;CIDADE ADEMAR;4405190
SP01182;COLEGIO SAO SABAS;RUA DAS FLECHAS, 255;JD PRUDENCIA;4364030
SP01183;UNIVERSIDADE IBIRAPUERA;AVENIDA INTERLAGOS, 1.329;JARDIM UMUARAMA;4661100
SP01184;COLÉGIO SÃO FRANCISCO DE ASSIS;RUA PROFESSOR LUIS PARDINI, 104;CIDADE ADEMAR;4405160
SP01185;EMEF. PROF. LILIANE VERZINI SILVA;AV. FRANCESCO MARIA MELANI, S/N;CIDADE JULIA;4421180
SP01186;COLÉGIO DECISÃO;RUA ANTONIO GIL, 904;VILA CONSTÂNÇA;4655001
SP01187;EMEI PROF. ALEXANDRE CORREIA;PRAÇA TITO PACHECO, 9;JARDIM MIRIAM;4419140
SP01188;COLÉGIO VIDEIRA FILHO;RUA RIO GRANDE DO NORTE, 29;CIDADE ADEMAR;4412040
SP01189;EE. PROF. ARMANDO GOMES DE ARAÚJO;RUA ALFREDO MOREIRA PINTO, S/N;VILA SIMONE;8110220
SP01190;EMEF. PROF. CARLOS PASQUALE;RUA BARÃO DE ALAGOAS, 223;ITAIM PAULISTA;8120000
SP01191;EE. PROF. PEDRO BRASIL BANDECHI;RUA JOSÉ ALVES COELHO, 40;JARDIM NELIA;8142180
SP01192;EE. ALBERTO SCHWEITZER;PRAÇA MATAÇÕES, 35;JARDIM CAMARGO NOVO;8120180
SP01193;EE. CHARLES DE GAULLE;RUA ANTONIO JOÃO DE MEDEIROS, 810;JARDIM TUA;8140060
SP01194;EE. PROF. JOÃO BATISTA VILANOVA ARTIGAS;RUA FERNANDO DE GODOI, 21;JARDIM ELZA;8121380
SP01195;EE. PROFª DULCE LEITE DA SILVA;RUA PAULO MARTINS GARRO, 25;JARDIM SAO LUIS (ZONA LESTE);8121080
SP01196;EE. ANTONIO DE PÁDUA VIEIRA;RUA MAXIMIANO CORREA DOS SANTOS 125;JARDIM DAS OLIVEIRAS;8122210
SP01197;EE. DEPUTADO JOSÉ BUSTAMANTE;RUA ANTONIO DE CAMARGO ORTIZ, 2;PARQUE SANTA AMELIA;8122270
SP01198;EE. PROFª LAURINDA RODRIGUES PEREIRA LEITE;RUA BENEDITO AQUILINO DE FREITAS, 55;VILA SILVA TELES;8110290
SP01199;EE. PROF. DÁRIO MONTEIRO DE BRITO;RUA SALVADOR BALBINO DE MATOS, 104;VILA ITAIM;8110750
SP01200;EE. SOLDADO PM ÉDER BERNARDES DOS SANTOS;RUA ARY CORDOVIL, 251;ITAIM PAULISTA;8131300
SP01201;EMEF. DR. JOSÉ PEDRO LEITE CORDEIRO;RUA DESEMBARGADOR FERNANDO DE ALBUQUERQUE PRADO, 250;CIDADE KEMEL;8130110
SP01202;EE. PROF. ALCEU GUERNER GONZALEZ;RUA CORNÉLIO DE ARZÃO ,1786;JARDIM MIRIAM;8140550
SP01203;EMEF. EZEQUIEL RAMOS JUNIOR;AVENIDA JOSÉ BORGES DO CANTO, 18;JARDIM CAMARGO NOVO;8142010
SP01204;EE. PROF. JOÃO PRADO MARGARIDO;RUA CARMINE MONETTI, 81;JARDIM DAS OLIVEIRAS;8111160
SP01205;EMEF. SUD MENNUCCI;RUA JOÃO BISCIONE, 200;JARDIM MABEL;8121700
SP01206;COLÉGIO SOUZA LOPEZ;RUA BARENA, 177;VILA SILVA TELES;8110320
SP01207;EE. REPÚBLICA DO SURINAME;R ANTONIO JOÃO DE MEDEIROS, 810A;JARDIM TUA;8140060
SP01208;EE. DEPUTADO JOÃO DÓRIA;RUA JOSE ALVES IRMÃO, 50;JARDIM CAMARGO NOVO;8143430
SP01209;EE. MADRE PAULINA;RUA PADRE VIRGÍLIO CAMPELLO, 130;ITAIM PAULISTA;8131310
SP01210;EE. DR. LAURO CELIDÔNIO GOMES DOS REIS;RUA JOÃO BATISTA DE GODOY, 100;JARDIM DAS OLIVEIRAS;8111430
SP01211;EE. DR. UMBERTO LUIZ D'URSO;RUA MAGNÓLIA AZUL 92;JARDIM LAURA;8141640
SP01212;COLÉGIO VICTORINO - VIDA ATIVA 2;RUATIBÚRCIO DE SOUZA, 1242;ITAIM PAULISTA;8140000
SP01213;EE. ANTONIO JOSÉ DE SUCRE (OLIVEIRAS II);RUA VALDOMIRO GONZAGA DA SILVA, 809;JARDIM DAS OLIVEIRAS;8115540
SP01214;EE. WILSON RACHID;AVENIDA ITAIM, S/N;VILA ITAIM;8110840
SP01215;EE. PROFª NEYDY DE CAMPOS MELGES;RUA MARGARIDA CARLOS DE ALBUQUERQUE, 288;JARDIM LAURA;8142260
SP01216;EE. ROGER JULES DE CARVALHO MANGE;RUA ESTUDANTES DA CHINA, 570;ITAIM PAULISTA;8131220
SP01217;EE. REPÚBLICA DA GUATEMALA;RUA MANFREDO FESTI 160;JARDIM NELIA;8142355
SP01218;EE. PROF. RENATO DIAS DE ARAÚJO;RUA CARMEM DE ALMEIDA, 36;ITAIM PAULISTA;8131340
SP01219;EE. CRONISTA RUBEM BRAGA;R. PADRE VIRGÍLIO CAMPELLO, 100;ITAIM PAULISTA;8131310
SP01220;EMEF. PROFª IZABEL APARECIDA CRISTOVÃO DA LUZ;RUA ANTONIO DE SOUZA AMORIM, S/N;JARDIM SAO LUIS (ZONA LESTE);8121001
SP01221;EMEF. PROFª JOSEFA NICÁCIO ARAÚJO (ITAIM A);RUA MANOEL RODRIGUES SANTIAGO, 809;JARDIM LAURA;8142235
SP01222;EMEF. WANDA OVÍDIO GONÇALVES (TEXIMA);RUA ARISTIDES DE BASILE, 18;ITAIM PAULISTA;8111730
SP01223;COLÉGIO MONFORTE LTDA - OBJETIVO;PRAÇA SILVA TELLES, 108;ITAIM PAULISTA;8140010
SP01224;EMEF. PADRE NILDO DO AMARAL JUNIOR;RUA ANTONIO JOÃO DE MEDEIROS, 1901;JARDIM TUA;8140060
SP01225;EMEI CAPITÃO ALBERTO MENDES JUNIOR;RUA NOGUEIRA VIOTTI, 452;ITAIM PAULISTA;8120300
SP01226;EMEI LOURO ROSA;RUA LOURO ROSA, 18 B;JARDIM CAMARGO NOVO;8141670
SP01227;EE PROFº LUIZ ROSANOVA;AVENIDA MIGUEL ACHIOLE DA FONSECA, 1147;JARDIM SÃO PAULO (ZONA LESTE);8461110
SP01228;EE PROFº SEBASTIÃO FARIA ZIMBRES;RUA QUINTA DO PAÇO,  45;VILA ROSA (ZONA LESTE);8411280
SP01229;EE SERGIO ESTANISLAU DE CAMARGO;RUA OTELO AUGUSTO RIBEIRO, 1309;VILA POPULAR;8461000
SP01230;EMEF 25 DE JANEIRO;RUA CARANAIBA,  58;GUAIANAZES;8412010
SP01231;EE PEDRO TAQUES;RUA COMANDANTE  CARLOS RUHL,  56;VILA PRINCESA ISABEL;8410130
SP01232;EMEF PROFºJOÃO DE LIMA PAIVA;RUA GETULINA,  278;VILA MINERVA;8450020
SP01233;EE HUMBERTO DANTAS;RUA SERRA DO MAR,  50;VILA PRINCESA ISABEL;8410160
SP01234;EMEI RODRIGUES DE ABREU;RUA JOÃO DOS REIS,  4;VILA PRINCESA ISABEL;8410150
SP01235;EE PROFª ELIZA RACHEL MACEDO DE SOUZA;RUA DARCY MANNO,  97;VILA CHABILANDIA;8440400
SP01236;EMEF MADRE JOANA ANGELICA DE JESUS;RUA TORRE DE SANTIAGO, 425;JARDIM SOARES;8460180
SP01237;EE PROFª ZIPORA RUBINSTEIN;RUA IRMÃO DEODORO,  250;VILA SOLANGE;8410410
SP01238;EE PROFª BALBINA NETTO VELLOSO;RUA FRANCISCO FERNANDES FRAZÃO,  37;LAGEADO;8452180
SP01239;EE JOAQUIM EUGENIO LIMA NETO;RUA CHAPADA  DIAMANTINA,  521;LAGEADO;8450150
SP01240;EE PROFª INES BREGA CORDEIRO;RUA CENTRALINA, 387;VILA PRINCESA ISABEL;8410100
SP01241;EE  ARACI ZEBRAL TEIXEIRA;RUA SERRA DAS ARARAS, 180;LAGEADO;8451050
SP01242;EE PROFª ERNESTINA DEL BUONO TRAMA;RUA FELICIANO DE MENDONÇA,  418;JARDIM SÃO PAULO (ZONA LESTE);8460365
SP01243;EE FABIO AGAZZI;RUA ALVARO DA COSTA, 60;JARDIM SÃO PAULO (ZONA LESTE);8461420
SP01244;EE PROFº SATURNINO PEREIRA;RUA BERNARDINO ANTUNES, 200;JARDIM SOARES;8460190
SP01245;EE CESAR DACORSO FILHO;RUA JOÃO GOMES DE FARIAS,  205;JARDIM ETELVINA;8430540
SP01246;EMEF ALEXANDRE DE GUSMAO;RUA PORTO DO BEZERRA,  25;JARDIM GUAIANAZES;8440000
SP01247;EMEF IDEMIA DE GODOY;RUA ANDES, 807;LAGEADO;8440180
SP01248;EE MAJOR COSME DE FARIA;RUA ANIBAL THOMAZ GOMES,  87;JARDIM AURORA (ZONA LESTE);8431191
SP01249;EE PROFº CLÓVIS RENÊ CALABREZ;RUA FREGUESIA  DA CACHOEIRA, 77;VILA PRIMEIRO DE OUTUBRO;8452285
SP01250;EE PROFª MARIA LUCIA AMBROZIO;RUA ANTONIO JANUARIO FERRAZ,  80;JARDIM IRENE;8431740
SP01251;EE ROCCA DORDALL;RUA  DR. RODRIGUES DE ALMEIDA 143;VILA BUENOS AIRES;8411350
SP01252;EE DEPUTADO PEDRO GERALDO DA COSTA;RUA FRANCISCO CAPARA ,75   VIELA   11;JARDIM FANGANIELLO;8450570
SP01253;EMEF PADRE GIORGIO GAGLIANI CAPUTO;RUA QUIMANGA,  40;LAGEADO;8451060
SP01254;EE PROFª NANCY DE OLIVEIRA FIDALGO;RUA  MIGUEL ARCANJO DUTRA, 253;JARDIM CENTENÁRIO;8430190
SP01255;EE PROFª LUCIANE DO ESPIRITO SANTO;RUA FRANCISCO FERNANDES FRAZÃO,  22;LAGEADO;8452180
SP01256;EE  AQUILINO RIBEIRO;RUA  ONOFRE LEITE MEIRELES, 1;JARDIM SÃO PAULO (ZONA LESTE);8461620
SP01257;EMEI PROFº WILSON REIS SANTOS;RUA FRANCISCO DE SOUTO MAIOR, 14 A;JD LOURDES;8452430
SP01258;EMEF PROFºQUIRINO CARNEIRO RENNÓ;RUA CAMARGO E LEME,  78;VILA SAO GERALDO;8460480
SP01259;EMEI PROFª HELENA LOPES SANTANA DA SILVA;RUA ANDES,  851;LAGEADO;8440180
SP01260;EE PROFº AURELIO BUARQUE DE HOLANDA FERREIRA;RUA  DR.  JOSÉ GRAVONSKI,  90;JARDIM ROBRU;8441000
SP01261;CEU EMEF JAMBEIRO;AVENIDA JOSÉ PINHEIRO BORGES,  60;GUAIANAZES;8430810
SP01262;EMEF DIAS GOMES;RUA ALESSIO PRATI,  42;VILA YOLANDA;8451550
SP01263;CEU EMEF LAJEADO;RUA MANUEL DA MOTA COUTINHO, 293;LAGEADO;8421420
SP01264;EMEI PROFª MARIA APARECIDA LARA COIADO;RUA GENERAL ROCHA CALADO, S/N;VILA MARILENA;8411330
SP01265;EE MIGUEL HIDALGO;RUA ANIBAL THOMAZ GOMES, 121;JARDIM GUAIANAZES;8431191
SP01266;EE CÂNDIDA RITA DA SILVA PAULO;RUA FRANCISCO FERNANDES FRAZÃO, 37;LAGEADO;8452180
SP01267;CEU EMEI  PROFª THERESINHA SQUINCA DA SILVA;AVENIDA JOSÉ PINHEIRO BORGES, 60;GUAIANAZES;8430810
SP01268;ETEC GUAIANASES;RUA FELICIANO DE MENDONÇA, 290;JARDIM SÃO PAULO (ZONA LESTE);8460365
SP01269;EMEI PROFª ELIZA MARA TORRES;RUA BAÍA DE CAETÉ, S/N;JARDIM SANTA TEREZINHA (ZONA LESTE);8430027
SP01270;EE MARÍLIA SANTOS CARVALHO POLILLO;RUA ISABELA, 363;JARDIM LAGEADO;8440520
